#SUBMITTED ID	H_SAPIENS_ORTHOLOGS
FBgn0001281	Hsap\PHPT1
FBgn0283741	Hsap\ISG20L2 <newline> Hsap\AEN <newline> Hsap\REXO5 <newline> Hsap\REXO1 <newline> Hsap\TREX1 <newline> Hsap\ISG20 <newline> Hsap\TREX2 <newline> Hsap\REXO4 <newline> Hsap\EQTN <newline> Hsap\PAN2 <newline> Hsap\REXO1L1P <newline> Hsap\LOC100288562 <newline> Hsap\LOC101929601 <newline> Hsap\LOC101929627 <newline> Hsap\REXO1L2P <newline> Hsap\REXO1L11P
FBgn0261561	Hsap\ZC2HC1A <newline> Hsap\ZNF474 <newline> Hsap\ZC2HC1B <newline> Hsap\ZC2HC1C
FBgn0265263	-
FBgn0031407	Hsap\GLIPR1L2 <newline> Hsap\GLIPR1L1 <newline> Hsap\R3HDML <newline> Hsap\PI15 <newline> Hsap\CRISPLD1 <newline> Hsap\CRISPLD2 <newline> Hsap\GLIPR1 <newline> Hsap\CRISP1 <newline> Hsap\CRISP2 <newline> Hsap\CLEC18B <newline> Hsap\PI16 <newline> Hsap\GLIPR2 <newline> Hsap\CLEC18A <newline> Hsap\RALGDS <newline> Hsap\RGL4 <newline> Hsap\CRISP3
FBgn0261686	-
FBgn0261854	Hsap\PRKCI <newline> Hsap\PRKCZ <newline> Hsap\PRKCB <newline> Hsap\PRKCA <newline> Hsap\PRKCG <newline> Hsap\PRKCE <newline> Hsap\PRKCD <newline> Hsap\PRKCQ <newline> Hsap\PRKCH <newline> Hsap\AKT1 <newline> Hsap\SGK3 <newline> Hsap\SGK1 <newline> Hsap\C8orf44-SGK3 <newline> Hsap\AKT3 <newline> Hsap\AKT2 <newline> Hsap\SGK2
FBgn0261996	Hsap\NUDT14 <newline> Hsap\NUDT7 <newline> Hsap\NUDT4 <newline> Hsap\NUDT11 <newline> Hsap\NUDT10 <newline> Hsap\NUDT8 <newline> Hsap\NUDT2 <newline> Hsap\DCP2 <newline> Hsap\NUDT1 <newline> Hsap\NUDT19 <newline> Hsap\NUDT5 <newline> Hsap\RPS10-NUDT3 <newline> Hsap\NUDT3 <newline> Hsap\RUBCN <newline> Hsap\RUFY1 <newline> Hsap\RUNDC3B <newline> Hsap\RUFY3 <newline> Hsap\RUFY2 <newline> Hsap\RUNDC3A <newline> Hsap\SNX29 <newline> Hsap\EEA1
FBgn0261998	Hsap\ABCG2 <newline> Hsap\ABCG5 <newline> Hsap\ABCA7 <newline> Hsap\ABCA10 <newline> Hsap\ABCG8 <newline> Hsap\ABCA12 <newline> Hsap\ABCA6 <newline> Hsap\ABCA3 <newline> Hsap\ABCA9 <newline> Hsap\ABCA2 <newline> Hsap\ABCG1 <newline> Hsap\ABCA4 <newline> Hsap\ABCA1 <newline> Hsap\ABCA5 <newline> Hsap\ABCA13 <newline> Hsap\ABCA8 <newline> Hsap\ABCG4 <newline> Hsap\FH <newline> Hsap\SERPINA1 <newline> Hsap\AMBP
FBgn0262002	-
FBgn0262010	Hsap\HHIP <newline> Hsap\SPINT3 <newline> Hsap\APLP1 <newline> Hsap\TFPI2 <newline> Hsap\TFPI <newline> Hsap\APLP2 <newline> Hsap\AMBP <newline> Hsap\SPINT4 <newline> Hsap\APP <newline> Hsap\SPINT2 <newline> Hsap\WFDC13 <newline> Hsap\SPINT1 <newline> Hsap\WFDC8 <newline> Hsap\EPPIN <newline> Hsap\WFDC6 <newline> Hsap\EPPIN-WFDC6 <newline> Hsap\WFIKKN1 <newline> Hsap\WFIKKN2
FBgn0038799	Hsap\SLC17A7 <newline> Hsap\SLC17A1 <newline> Hsap\SLC17A6 <newline> Hsap\SLC17A8 <newline> Hsap\SLC17A5 <newline> Hsap\SLC17A9 <newline> Hsap\SLC17A2 <newline> Hsap\SLC17A4 <newline> Hsap\SLC17A3
FBgn0027073	Hsap\UGT1A3 <newline> Hsap\UGT2B28 <newline> Hsap\UGT2B10 <newline> Hsap\UGT2B11 <newline> Hsap\UGT3A1 <newline> Hsap\UGT3A2 <newline> Hsap\UGT1A1 <newline> Hsap\UGT8 <newline> Hsap\UGT2B4 <newline> Hsap\UGT2B7 <newline> Hsap\UGT2A2 <newline> Hsap\UGT2B15 <newline> Hsap\UGT2B17 <newline> Hsap\UGT2A3 <newline> Hsap\UGT1A7 <newline> Hsap\UGT1A10 <newline> Hsap\UGT1A9 <newline> Hsap\UGT1A5 <newline> Hsap\UGT1A6 <newline> Hsap\UGT1A8 <newline> Hsap\UGT1A4 <newline> Hsap\UGT2A1
FBgn0262571	-
FBgn0262614	Hsap\TJP2 <newline> Hsap\TJP1 <newline> Hsap\TJP3
FBgn0263929	-
FBgn0262812	-
FBgn0011706	Hsap\RIN1 <newline> Hsap\TSC1
FBgn0262842	Hsap\UQCR11
FBgn0262845	-
FBgn0263033	Hsap\MICOS13
FBgn0263048	Hsap\GPD1L <newline> Hsap\GPD1
FBgn0263072	Hsap\ZNF142 <newline> Hsap\ZNF576
FBgn0010438	Hsap\SSBP1
FBgn0263114	-
FBgn0263271	-
FBgn0263346	Hsap\LMCD1 <newline> Hsap\TRIP6 <newline> Hsap\AJUBA <newline> Hsap\LIMD1 <newline> Hsap\PRICKLE2 <newline> Hsap\SCEL <newline> Hsap\LIMCH1 <newline> Hsap\ZYX <newline> Hsap\FHL5 <newline> Hsap\LIMS2 <newline> Hsap\PRICKLE1 <newline> Hsap\TES <newline> Hsap\FHL3 <newline> Hsap\FHL1 <newline> Hsap\PRICKLE4 <newline> Hsap\FHL2 <newline> Hsap\LIMS4 <newline> Hsap\LIMS3 <newline> Hsap\FBLIM1 <newline> Hsap\LMO7 <newline> Hsap\ZNF185 <newline> Hsap\LIMS1 <newline> Hsap\WTIP <newline> Hsap\PRICKLE3
FBgn0263391	Hsap\ADD1 <newline> Hsap\ADD3 <newline> Hsap\ADD2 <newline> Hsap\APIP
FBgn0035978	Hsap\UGP2 <newline> Hsap\UAP1 <newline> Hsap\UAP1L1
FBgn0263738	Hsap\TADA2A <newline> Hsap\TADA2B <newline> Hsap\POLR2D
FBgn0264086	Hsap\RRBP1 <newline> Hsap\KTN1
FBgn0000667	Hsap\ACTN1 <newline> Hsap\ACTN4 <newline> Hsap\EHBP1 <newline> Hsap\EHBP1L1 <newline> Hsap\ACTN3 <newline> Hsap\ACTN2 <newline> Hsap\SPTA1 <newline> Hsap\SPTBN1 <newline> Hsap\SPTAN1 <newline> Hsap\SPTBN2 <newline> Hsap\SPTB <newline> Hsap\CLMN <newline> Hsap\SPTBN5 <newline> Hsap\SPTBN4
FBgn0264298	Hsap\CRISP3 <newline> Hsap\GLIPR1L1 <newline> Hsap\R3HDML <newline> Hsap\PI15 <newline> Hsap\CRISPLD1 <newline> Hsap\CRISPLD2 <newline> Hsap\GLIPR1 <newline> Hsap\CRISP1 <newline> Hsap\CRISP2 <newline> Hsap\CLEC18B <newline> Hsap\PI16 <newline> Hsap\GLIPR2 <newline> Hsap\GLIPR1L2 <newline> Hsap\CLEC18A <newline> Hsap\CLEC18C
FBgn0264299	Hsap\CRISP3 <newline> Hsap\GLIPR1L1 <newline> Hsap\R3HDML <newline> Hsap\PI15 <newline> Hsap\CRISPLD1 <newline> Hsap\CRISPLD2 <newline> Hsap\GLIPR1 <newline> Hsap\CRISP1 <newline> Hsap\CRISP2 <newline> Hsap\CLEC18B <newline> Hsap\PI16 <newline> Hsap\GLIPR2 <newline> Hsap\GLIPR1L2 <newline> Hsap\CLEC18A <newline> Hsap\CLEC18C
FBgn0264340	Hsap\RASIP1 <newline> Hsap\MYO1G <newline> Hsap\MYO5C <newline> Hsap\MYO5B <newline> Hsap\IQCB1 <newline> Hsap\MYH10 <newline> Hsap\ASPM <newline> Hsap\MYO5A <newline> Hsap\RADIL <newline> Hsap\MYO19
FBgn0038771	Hsap\ESD
FBgn0264502	-
FBgn0086675	Hsap\ELAVL2 <newline> Hsap\ELAVL4 <newline> Hsap\ELAVL3 <newline> Hsap\ELAVL1 <newline> Hsap\CSNK1A1 <newline> Hsap\CSK <newline> Hsap\PRXL2B
FBgn0264741	Hsap\OPA3
FBgn0264815	Hsap\PDE1B <newline> Hsap\PDE1C <newline> Hsap\PDE1A
FBgn0266756	Hsap\SYT13 <newline> Hsap\SYT10 <newline> Hsap\SYT4 <newline> Hsap\SYT1 <newline> Hsap\PLA2G4D <newline> Hsap\SYTL2 <newline> Hsap\SYT9 <newline> Hsap\SYT3 <newline> Hsap\SYT5 <newline> Hsap\SYT17 <newline> Hsap\SYT14 <newline> Hsap\SYT2 <newline> Hsap\SYT11 <newline> Hsap\SYTL4 <newline> Hsap\SYT15 <newline> Hsap\SYT8 <newline> Hsap\PLA2G4B <newline> Hsap\SYT12 <newline> Hsap\PLA2G4F <newline> Hsap\PLA2G4E <newline> Hsap\TC2N <newline> Hsap\SYTL5 <newline> Hsap\SYTL1 <newline> Hsap\SYT7 <newline> Hsap\SYT16 <newline> Hsap\LOC102724488 <newline> Hsap\SYTL3 <newline> Hsap\SYT6
FBgn0265045	Hsap\NEXN <newline> Hsap\SPEG <newline> Hsap\IGFN1 <newline> Hsap\FNDC3B <newline> Hsap\EGFLAM <newline> Hsap\MYOM1 <newline> Hsap\MYLK <newline> Hsap\OBSL1 <newline> Hsap\IGSF22 <newline> Hsap\OBSCN <newline> Hsap\TTN <newline> Hsap\IGLON5 <newline> Hsap\USH2A <newline> Hsap\DSCAML1 <newline> Hsap\OPCML <newline> Hsap\PAPLN <newline> Hsap\NEGR1 <newline> Hsap\KIRREL1 <newline> Hsap\KIRREL2 <newline> Hsap\IGSF9 <newline> Hsap\LRIT1 <newline> Hsap\SDK2 <newline> Hsap\DSCAM <newline> Hsap\NCAM2 <newline> Hsap\SDK1 <newline> Hsap\NTM <newline> Hsap\LSAMP <newline> Hsap\KIRREL3 <newline> Hsap\IGSF9B <newline> Hsap\LRIT3 <newline> Hsap\NCAM1 <newline> Hsap\PTPRQ <newline> Hsap\CD22 <newline> Hsap\CFP <newline> Hsap\HMCN1 <newline> Hsap\SIGLEC1 <newline> Hsap\VWA7 <newline> Hsap\MAG <newline> Hsap\PTK7 <newline> Hsap\HMCN2 <newline> Hsap\ZC3H11A <newline> Hsap\MYLK2
FBgn0004868	Hsap\GDI1 <newline> Hsap\GDI2 <newline> Hsap\CHM <newline> Hsap\CHML <newline> Hsap\ETV6
FBgn0265180	-
FBgn0265576	-
FBgn0039067	Hsap\TAF5L <newline> Hsap\WDR7 <newline> Hsap\TEP1 <newline> Hsap\WDR61 <newline> Hsap\DCAF10 <newline> Hsap\WDR72 <newline> Hsap\WDSUB1 <newline> Hsap\APAF1 <newline> Hsap\TAF5
FBgn0035981	Hsap\FAM76A <newline> Hsap\FAM76B
FBgn0010412	Hsap\RPS19
FBgn0001226	Hsap\HSPB6 <newline> Hsap\HSPB1 <newline> Hsap\HSPB8 <newline> Hsap\CRYAA <newline> Hsap\HSPB2 <newline> Hsap\HSPB3 <newline> Hsap\HSPB7 <newline> Hsap\HSPB9 <newline> Hsap\CRYAA2 <newline> Hsap\CRYAB <newline> Hsap\HSPB2-C11orf52
FBgn0013301	-
FBgn0032553	-
FBgn0266377	Hsap\PDE11A <newline> Hsap\PDE3B <newline> Hsap\PDE1B <newline> Hsap\LOC729966 <newline> Hsap\PDE6B <newline> Hsap\PDE5A <newline> Hsap\PDE8B <newline> Hsap\PDE1C <newline> Hsap\PDE6A <newline> Hsap\PDE7A <newline> Hsap\PDE6C <newline> Hsap\PDE8A <newline> Hsap\PDE4A <newline> Hsap\PDE3A <newline> Hsap\PDE4D <newline> Hsap\PDE7B <newline> Hsap\PDE9A
FBgn0266451	-
FBgn0266448	-
FBgn0266696	Hsap\SRRM2 <newline> Hsap\VIL1 <newline> Hsap\CAPG <newline> Hsap\VILL <newline> Hsap\SCIN <newline> Hsap\GSN <newline> Hsap\SVIL <newline> Hsap\AVIL <newline> Hsap\STAT3
FBgn0038355	Hsap\TOMM40L <newline> Hsap\TOMM40
FBgn0038358	Hsap\TTC26
FBgn0011296	Hsap\HSPB9 <newline> Hsap\HSPB8 <newline> Hsap\CRYAA2 <newline> Hsap\CRYAA <newline> Hsap\HSPB3 <newline> Hsap\CRYAB <newline> Hsap\HSPB2-C11orf52 <newline> Hsap\HSPB2 <newline> Hsap\HSPB7 <newline> Hsap\HSPB1 <newline> Hsap\HSPB6
FBgn0038745	Hsap\CLPX
FBgn0267033	Hsap\DNAJC14 <newline> Hsap\ZBTB45 <newline> Hsap\ZNF784 <newline> Hsap\BTBD18 <newline> Hsap\SP3 <newline> Hsap\SP5 <newline> Hsap\SP1 <newline> Hsap\KLF10 <newline> Hsap\ZNF311
FBgn0020414	Hsap\CHIA <newline> Hsap\OVGP1 <newline> Hsap\CHI3L2 <newline> Hsap\CHI3L1 <newline> Hsap\CHIT1 <newline> Hsap\CTBS
FBgn0267363	Hsap\ATP1A1 <newline> Hsap\ATP12A <newline> Hsap\ATP4A <newline> Hsap\ATP2B3 <newline> Hsap\ATP10D <newline> Hsap\ATP8B4 <newline> Hsap\ATP8B3 <newline> Hsap\ATP10B <newline> Hsap\ATP11B <newline> Hsap\ATP13A2 <newline> Hsap\ATP11C <newline> Hsap\ATP13A4 <newline> Hsap\ATP13A5 <newline> Hsap\ATP10A <newline> Hsap\ATP2A1 <newline> Hsap\ATP13A1 <newline> Hsap\ATP2B4 <newline> Hsap\ATP2A3 <newline> Hsap\ATP2B2 <newline> Hsap\ATP1A2 <newline> Hsap\ATP1A4 <newline> Hsap\ATP8B2 <newline> Hsap\ATP8A2 <newline> Hsap\ATP8A1 <newline> Hsap\ATP2B1 <newline> Hsap\ATP2C2 <newline> Hsap\ATP13A3 <newline> Hsap\ATP11A <newline> Hsap\ATP2C1 <newline> Hsap\ATP2A2 <newline> Hsap\ATP1A3 <newline> Hsap\ATP8B1 <newline> Hsap\ATP8 <newline> Hsap\LCAT <newline> Hsap\FEZF1
FBgn0267432	Hsap\DNAH5 <newline> Hsap\DNAH8 <newline> Hsap\DNAH10 <newline> Hsap\DNAH11 <newline> Hsap\DNAH12 <newline> Hsap\DNAH14 <newline> Hsap\DNAH6 <newline> Hsap\DNAH7 <newline> Hsap\DNAH9 <newline> Hsap\DNAH17 <newline> Hsap\DNAH1 <newline> Hsap\DNAH3 <newline> Hsap\DNAH2
FBgn0267433	Hsap\DNAH9 <newline> Hsap\DNAH11 <newline> Hsap\DNAH17 <newline> Hsap\NLRP3 <newline> Hsap\DNAH14 <newline> Hsap\VANGL1 <newline> Hsap\DNAH10 <newline> Hsap\DNAH2 <newline> Hsap\DNAH8 <newline> Hsap\DNAH12 <newline> Hsap\DNAH6 <newline> Hsap\DNAH7 <newline> Hsap\DNAH5 <newline> Hsap\DNAH1 <newline> Hsap\DNAH3
FBgn0267449	Hsap\FBXW12 <newline> Hsap\WDR64 <newline> Hsap\EFCAB8 <newline> Hsap\WDR49
FBgn0025352	Hsap\HADHB <newline> Hsap\ACAT1 <newline> Hsap\ACAA2 <newline> Hsap\ACAA1 <newline> Hsap\ACAT2 <newline> Hsap\GRPR
FBgn0284252	Hsap\LETM1 <newline> Hsap\LETM2
FBgn0027108	-
FBgn0032162	Hsap\ECI1 <newline> Hsap\EHHADH <newline> Hsap\HIBCH <newline> Hsap\ECHS1 <newline> Hsap\ECHDC2 <newline> Hsap\AUH <newline> Hsap\ECI2 <newline> Hsap\HADHA <newline> Hsap\CDYL <newline> Hsap\ECHDC1 <newline> Hsap\CDYL2 <newline> Hsap\MMP8
FBgn0267592	-
FBgn0040064	Hsap\ACAA2 <newline> Hsap\ACAT1 <newline> Hsap\HADHB <newline> Hsap\ACAA1 <newline> Hsap\ACAT2 <newline> Hsap\GRPR
FBgn0267689	-
FBgn0033799	Hsap\APOD <newline> Hsap\RBP4
FBgn0014163	Hsap\FAXC
FBgn0032321	Hsap\VPS72
FBgn0039058	Hsap\ATP6V0D2 <newline> Hsap\ATP6V0D1
FBgn0283625	-
FBgn0032590	-
FBgn0285963	Hsap\LNPEP <newline> Hsap\ERAP2 <newline> Hsap\TRHDE <newline> Hsap\RNPEPL1 <newline> Hsap\MIR24-1 <newline> Hsap\ERAP1 <newline> Hsap\ANPEP <newline> Hsap\LVRN <newline> Hsap\LTA4H <newline> Hsap\ENPEP <newline> Hsap\RNPEP <newline> Hsap\NPEPPS <newline> Hsap\AOPEP <newline> Hsap\ANTXR2 <newline> Hsap\LOC101929950
FBgn0011272	Hsap\RPL13
FBgn0035964	Hsap\QDPR
FBgn0029838	Hsap\THEM6
FBgn0033814	Hsap\QSOX1 <newline> Hsap\QSOX2
FBgn0039348	Hsap\NPLOC4
FBgn0037857	Hsap\ENDOG <newline> Hsap\EXOG
FBgn0039349	Hsap\ALDH5A1 <newline> Hsap\ALDH1A2 <newline> Hsap\ALDH3B2 <newline> Hsap\ALDH1L2 <newline> Hsap\ALDH2 <newline> Hsap\ALDH8A1 <newline> Hsap\ALDH1L1 <newline> Hsap\ALDH16A1 <newline> Hsap\ALDH1A1 <newline> Hsap\ALDH1A3 <newline> Hsap\ALDH3A2 <newline> Hsap\ALDH9A1 <newline> Hsap\ALDH4A1 <newline> Hsap\ALDH1B1 <newline> Hsap\ALDH7A1 <newline> Hsap\ALDH3A1 <newline> Hsap\ALDH3B1
FBgn0033817	Hsap\GSTZ1 <newline> Hsap\MARS <newline> Hsap\GSTT2B <newline> Hsap\EEF1G <newline> Hsap\VARS <newline> Hsap\EEF1E1 <newline> Hsap\GSTT2 <newline> Hsap\LOC100652871 <newline> Hsap\GSTT4 <newline> Hsap\GSTT1 <newline> Hsap\GSTO2 <newline> Hsap\GSTO1
FBgn0002789	Hsap\CNN2 <newline> Hsap\CNN1 <newline> Hsap\TAGLN2 <newline> Hsap\TAGLN <newline> Hsap\TAGLN3 <newline> Hsap\CNN3 <newline> Hsap\SH3PXD2B <newline> Hsap\IQGAP1 <newline> Hsap\IQGAP3
FBgn0038742	Hsap\ACADS <newline> Hsap\GCDH <newline> Hsap\ACADL <newline> Hsap\ACAD8 <newline> Hsap\ACOX1 <newline> Hsap\ACOX2 <newline> Hsap\ACAD9 <newline> Hsap\ACOX3 <newline> Hsap\ACADSB <newline> Hsap\ACADM <newline> Hsap\ACOXL <newline> Hsap\IVD <newline> Hsap\ACADVL <newline> Hsap\CRYAA2
FBgn0014006	Hsap\MAP3K15 <newline> Hsap\MAP3K5 <newline> Hsap\MAP3K6
FBgn0033834	-
FBgn0035600	Hsap\CYC1
FBgn0034225	Hsap\NT5E
FBgn0270925	Hsap\ZADH2 <newline> Hsap\SORD
FBgn0004117	Hsap\TPM2 <newline> Hsap\TPM3 <newline> Hsap\TPM4 <newline> Hsap\TPM1 <newline> Hsap\TPM3P4
FBgn0034229	Hsap\CTSZ <newline> Hsap\CTSH <newline> Hsap\CTSC <newline> Hsap\CTSK <newline> Hsap\CTSF <newline> Hsap\CTSW <newline> Hsap\CTSL <newline> Hsap\CTSB <newline> Hsap\CTSS <newline> Hsap\CTSO <newline> Hsap\CTSV <newline> Hsap\PDPK1 <newline> Hsap\MAST3 <newline> Hsap\GJA1
FBgn0020910	Hsap\RPL3 <newline> Hsap\RPL3L <newline> Hsap\MRPL3
FBgn0005593	Hsap\RPL7L1 <newline> Hsap\RPL7 <newline> Hsap\NPSR1
FBgn0003721	Hsap\TPM2 <newline> Hsap\TPM3 <newline> Hsap\TPM4 <newline> Hsap\TPM1 <newline> Hsap\GOLGA6L10 <newline> Hsap\GOLGA6L4 <newline> Hsap\TPM3P4
FBgn0024958	Hsap\ACO2 <newline> Hsap\IREB2 <newline> Hsap\ACO1 <newline> Hsap\CFTR
FBgn0003274	Hsap\RPLP2 <newline> Hsap\RPLP1
FBgn0030814	-
FBgn0039371	Hsap\REEP5 <newline> Hsap\REEP6 <newline> Hsap\REEP4 <newline> Hsap\REEP3 <newline> Hsap\REEP2 <newline> Hsap\REEP1
FBgn0039561	Hsap\SLC25A28 <newline> Hsap\SLC25A37 <newline> Hsap\NARS2 <newline> Hsap\NARS
FBgn0034261	Hsap\HPS4
FBgn0020633	Hsap\MCM7 <newline> Hsap\MCM5 <newline> Hsap\MCM4 <newline> Hsap\MCM6 <newline> Hsap\MCM2 <newline> Hsap\MCM9 <newline> Hsap\MCM8 <newline> Hsap\MCMDC2 <newline> Hsap\MCM3
FBgn0032219	Hsap\SLC25A29 <newline> Hsap\SLC25A47 <newline> Hsap\SLC25A20 <newline> Hsap\LOC107986453 <newline> Hsap\SLC25A2 <newline> Hsap\SLC25A45 <newline> Hsap\SLC25A15
FBgn0029687	Hsap\VAPA <newline> Hsap\VAPB <newline> Hsap\MOSPD1 <newline> Hsap\MOSPD3
FBgn0039358	Hsap\IDH3G <newline> Hsap\IDH3A <newline> Hsap\IDH3B
FBgn0038326	Hsap\HIBCH <newline> Hsap\EHHADH <newline> Hsap\ECI1 <newline> Hsap\ECHS1 <newline> Hsap\ECHDC2 <newline> Hsap\AUH <newline> Hsap\ECI2 <newline> Hsap\HADHA <newline> Hsap\CDYL <newline> Hsap\ECHDC1 <newline> Hsap\CDYL2
FBgn0038327	Hsap\TSNAX-DISC1 <newline> Hsap\TSNAX
FBgn0034144	-
FBgn0032234	Hsap\ALG6 <newline> Hsap\ALG8
FBgn0037879	Hsap\CRISP3 <newline> Hsap\GLIPR1L1 <newline> Hsap\R3HDML <newline> Hsap\PI15 <newline> Hsap\CRISPLD1 <newline> Hsap\CRISPLD2 <newline> Hsap\GLIPR1 <newline> Hsap\CRISP1 <newline> Hsap\CRISP2 <newline> Hsap\CLEC18B <newline> Hsap\PI16 <newline> Hsap\GLIPR2 <newline> Hsap\GLIPR1L2 <newline> Hsap\CLEC18A <newline> Hsap\CLEC18C
FBgn0265297	Hsap\PABPC1L <newline> Hsap\PABPC3 <newline> Hsap\PABPC5 <newline> Hsap\PABPC1 <newline> Hsap\NCL <newline> Hsap\PABPC4 <newline> Hsap\PABPC1L2A <newline> Hsap\PABPC1L2B <newline> Hsap\PABPC4L <newline> Hsap\MIR7705 <newline> Hsap\RBMY1C <newline> Hsap\RBMY1D <newline> Hsap\RBMY1E
FBgn0002938	Hsap\MYO3A <newline> Hsap\MAP4K4 <newline> Hsap\MINK1 <newline> Hsap\MYO3B <newline> Hsap\TNIK <newline> Hsap\NRK <newline> Hsap\MYO15A <newline> Hsap\MYO9A <newline> Hsap\MYO7A <newline> Hsap\MYO7B <newline> Hsap\MYO10 <newline> Hsap\PLEKHH3 <newline> Hsap\MYO9B <newline> Hsap\MYO16 <newline> Hsap\MAP4K3 <newline> Hsap\MAP4K5
FBgn0032470	Hsap\TTC30B <newline> Hsap\TTC30A
FBgn0030828	Hsap\PNLIPRP3 <newline> Hsap\PNLIPRP1 <newline> Hsap\PLA1A <newline> Hsap\PNLIPRP2 <newline> Hsap\LIPG <newline> Hsap\LIPI <newline> Hsap\LIPC <newline> Hsap\LIPH <newline> Hsap\LPL <newline> Hsap\PNLIP
FBgn0003076	Hsap\PRTFDC1 <newline> Hsap\HPRT1 <newline> Hsap\PGM2L1 <newline> Hsap\PGM2 <newline> Hsap\PGM1 <newline> Hsap\PGM5
FBgn0027835	Hsap\HDLBP <newline> Hsap\BICC1
FBgn0031907	-
FBgn0027052	Hsap\STUB1
FBgn0283658	Hsap\DLAT <newline> Hsap\PDHX <newline> Hsap\DLST <newline> Hsap\DBT
FBgn0267975	Hsap\LPIN2 <newline> Hsap\PITPNM3 <newline> Hsap\PITPNA <newline> Hsap\PITPNB <newline> Hsap\PITPNM2 <newline> Hsap\PITPNM1 <newline> Hsap\LPIN3 <newline> Hsap\LPIN1 <newline> Hsap\PITPNC1
FBgn0003942	Hsap\NEDD8 <newline> Hsap\OASL <newline> Hsap\RPS27A <newline> Hsap\UBB <newline> Hsap\UBL4B <newline> Hsap\ZFAND4 <newline> Hsap\UBQLN2 <newline> Hsap\UBQLN3 <newline> Hsap\RAD23B <newline> Hsap\UBQLN4 <newline> Hsap\UBL4A <newline> Hsap\UBQLN1 <newline> Hsap\UBD <newline> Hsap\ISG15 <newline> Hsap\UBQLNL <newline> Hsap\NEDD8-MDP1 <newline> Hsap\FAU <newline> Hsap\UBL7 <newline> Hsap\RAD23A <newline> Hsap\UBC <newline> Hsap\UBA52
FBgn0263199	Hsap\GALK2 <newline> Hsap\GALK1
FBgn0266671	Hsap\EXOC3 <newline> Hsap\EXOC3L1 <newline> Hsap\EXOC3L4 <newline> Hsap\EXOC3L2 <newline> Hsap\TNFAIP2
FBgn0032248	Hsap\CFAP20 <newline> Hsap\WDR90 <newline> Hsap\C3orf67
FBgn0032242	Hsap\PREPL <newline> Hsap\PREP <newline> Hsap\DPP4 <newline> Hsap\FAP <newline> Hsap\DPP10 <newline> Hsap\APEH
FBgn0262782	Hsap\MDH1B <newline> Hsap\MDH1 <newline> Hsap\LDHAL6A <newline> Hsap\LDHAL6B <newline> Hsap\MDH2 <newline> Hsap\LDHB <newline> Hsap\UEVLD <newline> Hsap\LDHC <newline> Hsap\LDHA
FBgn0027568	Hsap\CAND2 <newline> Hsap\CAND1
FBgn0038951	Hsap\POLR3F
FBgn0038944	-
FBgn0036569	Hsap\IARS2 <newline> Hsap\IARS
FBgn0032434	Hsap\ATP6AP1 <newline> Hsap\ATP6AP1L
FBgn0005649	Hsap\SRSF9 <newline> Hsap\SRSF6 <newline> Hsap\SRSF1 <newline> Hsap\RAVER1 <newline> Hsap\MYEF2 <newline> Hsap\HNRNPM <newline> Hsap\CSTF2T <newline> Hsap\TIAL1 <newline> Hsap\CSTF2 <newline> Hsap\SRSF4 <newline> Hsap\TIA1 <newline> Hsap\SNRNP35 <newline> Hsap\SNRNP70 <newline> Hsap\SRSF3 <newline> Hsap\TRNAU1AP
FBgn0262473	Hsap\CD180 <newline> Hsap\TLR2 <newline> Hsap\TLR3 <newline> Hsap\TLR10 <newline> Hsap\TLR8 <newline> Hsap\TLR9 <newline> Hsap\TLR1 <newline> Hsap\TLR4 <newline> Hsap\TLR7 <newline> Hsap\TLR6 <newline> Hsap\TLR5 <newline> Hsap\IL1RAPL2 <newline> Hsap\CPN2 <newline> Hsap\GP5 <newline> Hsap\LRRC15 <newline> Hsap\LRRC3
FBgn0039461	Hsap\OXLD1
FBgn0001247	Hsap\IDE <newline> Hsap\NRDC
FBgn0266282	Hsap\SMC6 <newline> Hsap\SMC2 <newline> Hsap\SMC1A <newline> Hsap\SMC4 <newline> Hsap\SMC1B <newline> Hsap\SMC3 <newline> Hsap\SMC5
FBgn0032444	Hsap\CCT4 <newline> Hsap\MKKS <newline> Hsap\CCT7 <newline> Hsap\CCT6A <newline> Hsap\CCT5 <newline> Hsap\CCT3 <newline> Hsap\CCT2 <newline> Hsap\TCP1 <newline> Hsap\CCT6B <newline> Hsap\HSPD1 <newline> Hsap\BBS10 <newline> Hsap\VKORC1L1 <newline> Hsap\CCT8
FBgn0286507	-
FBgn0034907	Hsap\REEP2 <newline> Hsap\REEP3 <newline> Hsap\REEP4 <newline> Hsap\REEP1 <newline> Hsap\REEP6 <newline> Hsap\REEP5
FBgn0032482	Hsap\PCYT2 <newline> Hsap\PCYT1A <newline> Hsap\PCYT1B <newline> Hsap\NPB
FBgn0030605	Hsap\NDUFB7
